cod_ibge;ano;nascidosvivos;popfem_15a49anos;populacao
3527256;2010;20;538;2127
3527306;2010;638;11183;36989
3527405;2010;225;4881;19868
3527504;2010;21;526;2248
3527603;2010;160;3177;11243
3527702;2010;69;1297;5023
3527801;2010;61;1153;4352
3527900;2010;37;717;2715
3528007;2010;246;4497;16255
3528106;2010;50;1939;7661
3528205;2010;36;939;3665
3528304;2010;46;801;3202
3528403;2010;666;12101;43195
3528502;2010;1182;22785;80755
3528601;2010;110;2390;8986
3528700;2010;55;955;4801
3528809;2010;183;3608;13329
3528858;2010;32;695;2629
3528908;2010;54;1006;3915
3529005;2010;2819;60962;216576
3529104;2010;22;564;2114
3529203;2010;293;6120;24203
3529302;2010;949;22067;76743
3529401;2010;5817;124900;416585
3529500;2010;35;1234;4632
3529609;2010;31;1048;3856
3529658;2010;31;486;1886
3529708;2010;298;5558;20439
3529807;2010;179;3214;12033
3529906;2010;356;5217;20606
3530003;2010;29;699;2818
3530102;2010;338;6490;27470
3530201;2010;200;4329;17052
3530300;2010;628;15065;53744
3530409;2010;57;1112;4290
3530508;2010;817;17701;66284
3530607;2010;5808;110079;387260
3530706;2010;1848;38732;137131
3530805;2010;1105;23915;86462
3530904;2010;48;874;3265
3531001;2010;25;525;2131
3531100;2010;677;11246;46186
3531209;2010;82;1857;7145
3531308;2010;529;12783;46616
3531407;2010;225;5863;21716
3531506;2010;233;5187;18936
3531605;2010;38;1013;4063
3531704;2010;55;1016;4116
3531803;2010;788;13968;48839
3531902;2010;482;8067;29083
3532009;2010;171;3283;11752
3532058;2010;43;1199;4286
3532108;2010;34;1017;4184
3532157;2010;46;731;2703
3532207;2010;74;1186;4283
3532306;2010;55;1517;6680
3532405;2010;242;4228;16396
3532504;2010;70;2308;8773
3532603;2010;90;2801;10720
3532702;2010;60;1155;4264
3532801;2010;66;1553;5881
3532827;2010;112;2262;8504
3532843;2010;13;491;2117
3532868;2010;7;308;1124
3532900;2010;125;2568;9281
3533007;2010;239;5147;19161
3533106;2010;19;516;2176
3533205;2010;58;849;3058
3533254;2010;79;1186;4578
3533304;2010;36;867;3435
3533403;2010;629;14703;51158
3533502;2010;448;9723;36556
3533601;2010;82;1833;6813
3533700;2010;51;1057;4163
3533809;2010;35;632;2676
3533908;2010;627;13511;49989
3534005;2010;47;1061;3880
3534104;2010;73;1650;6095
3534203;2010;68;1638;5660
3534302;2010;550;11325;39748
3534401;2010;10631;198315;666621
3534500;2010;31;658;2537
3534609;2010;294;7806;30906
3534708;2010;1471;28553;102955
3534757;2010;118;2325;8385
3534807;2010;99;2090;7794
3534906;2010;118;2754;13220
3535002;2010;121;2889;11033
3535101;2010;141;2982;10910
3535200;2010;88;2370;9590
3535309;2010;286;5505;21182
3535408;2010;200;3893;14575
3535507;2010;579;11217;42255
3535606;2010;236;4596;17385
3535705;2010;78;1532;5894
3535804;2010;264;4866;17788
3535903;2010;37;960;3813
3536000;2010;104;2736;10846
3536109;2010;94;1445;5574
3536208;2010;293;5035;18439
3536257;2010;18;523;2031
3536307;2010;201;3426;12986
3536406;2010;94;1676;6330
3536505;2010;1341;24369;81825
3536570;2010;12;444;1779
3536604;2010;113;2334;8588
3536703;2010;553;11332;41454
3536802;2010;71;1428;5779
3536901;2010;23;615;2559
3537008;2010;236;4208;15694
3537107;2010;523;11888;41501
3537156;2010;22;791;2939
3537206;2010;130;2539;10195
3537305;2010;713;15690;58477
3537404;2010;332;6767;24963
3537503;2010;94;1933;7443
3537602;2010;1086;15082;59698
3537701;2010;63;1411;5281
3537800;2010;690;13787;52126
3537909;2010;420;7064;26385
3538006;2010;2111;41562;146807
3538105;2010;166;3862;15022
3538204;2010;140;3237;13086
3538303;2010;29;972;3537
3538501;2010;169;3794;14116
3538600;2010;333;6755;25101
3538709;2010;4733;102607;364261
3538808;2010;358;7560;28470
3538907;2010;207;5251;22681
3539004;2010;105;2781;10618
3539103;2010;205;4430;15702
3539202;2010;345;6908;24671
3539301;2010;850;19059;70036
3539400;2010;151;3171;12059
3539509;2010;547;9744;35270
3539608;2010;82;1219;4456
3539707;2010;52;797;3189
3539806;2010;1831;31023;105924
3539905;2010;63;1355;5390
3540002;2010;235;5552;19948
3540101;2010;29;863;3483
3540200;2010;673;11117;40142
3540259;2010;61;1063;4069
3540309;2010;31;654;2518
3540408;2010;43;1055;4225
3540507;2010;89;2008;8310
3540606;2010;658;13405;48864
3540705;2010;686;14211;51366
3540754;2010;265;4676;19340
3540804;2010;182;4087;15433
3540853;2010;11;389;2842
3540903;2010;261;4850;17334
3541000;2010;3949;71575;261391
3541059;2010;67;1235;4593
3541109;2010;45;1102;4125
3541208;2010;133;3588;13579
3541307;2010;556;11486;41301
3541406;2010;2667;58740;207449
3541505;2010;408;10155;37905
3541604;2010;519;9672;35633
3541653;2010;28;814;3231
3541703;2010;198;3480;12789
3541802;2010;34;727;2802
3541901;2010;132;3055;11289
3542008;2010;64;1616;5999
3542107;2010;134;2412;8610
3542206;2010;362;7867;28804
3542305;2010;44;945;3874
3542404;2010;220;5035;18481
3542503;2010;48;1360;7297
3542602;2010;804;14919;54257
3542701;2010;119;1798;6578
3542800;2010;43;762;3359
3542909;2010;197;3271;12127
3543006;2010;262;4729;18292
3543105;2010;67;1105;4270
3543204;2010;35;1151;4446
3543238;2010;21;549;2187
3543253;2010;102;1948;7422
3543303;2010;1435;32778;112994
3543402;2010;8162;174975;603774
3543501;2010;88;1483;6171
3543600;2010;28;891;3435
3543709;2010;137;2782;10413
3543808;2010;114;2439;9938
3543907;2010;2323;52297;186095
3544004;2010;392;8305;29445
3544103;2010;627;12805;43912
3544202;2010;146;2464;10556
3544251;2010;250;5557;19725
3544301;2010;130;2659;9590
3544400;2010;31;758;2725
3544509;2010;29;719;2860
3544608;2010;76;1316;5215
3544707;2010;27;586;2395
3544806;2010;79;1395;5443
3544905;2010;120;2903;10557
3545001;2010;237;4100;15624
3545100;2010;53;1198;4814
3545159;2010;66;1960;7047
3545209;2010;1411;30330;105407
3545308;2010;600;10933;40087
3545407;2010;131;2247;8784
3545506;2010;66;1011;3693
3545605;2010;160;3792;14325
3545704;2010;50;1411;5722
3545803;2010;2236;52167;179924
3546009;2010;189;3680;13757
3546108;2010;22;506;2084
3546207;2010;32;1051;3998
3546256;2010;25;507;1952
3546306;2010;424;8186;29893
3546405;2010;606;11655;43895
3546504;2010;72;1587;5569
3546603;2010;312;8036;29215
3546702;2010;313;6245;21579
3546801;2010;757;13891;50393
3546900;2010;133;2292;8245
3547007;2010;77;1453;5406
3547106;2010;33;722;2831
3547205;2010;12;383;1643
3547304;2010;1780;31926;108474
3547403;2010;17;631;2544
3547502;2010;297;6847;26475
3547601;2010;289;6459;23841
3547650;2010;13;341;1446
3547700;2010;252;5482;20477
3547809;2010;9255;192084;676177
3547908;2010;64;1563;6299
3548005;2010;278;5717;20628
3548054;2010;119;2100;7620
3548104;2010;65;1516;5945
3548203;2010;90;1712;6485
3548302;2010;28;708;2801
3548401;2010;59;1138;4273
3548500;2010;4884;112780;419388
3548609;2010;130;2728;10467
3548708;2010;11086;227964;764922
3548807;2010;1694;40891;149185
3548906;2010;2820;62289;221692
3549003;2010;27;679;2794
3549102;2010;934;22955;83585
3549201;2010;24;677;2567
3549250;2010;21;471;1779
3549300;2010;15;494;2104
3549409;2010;619;13032;46469
3549508;2010;118;2108;8403
3549607;2010;53;1036;4078
3549706;2010;644;14113;51885
3549805;2010;5197;117596;407816
3549904;2010;9606;183544;629106
3549953;2010;200;3844;13957
3550001;2010;134;2715;10397
3550100;2010;520;10567;38327
3550209;2010;452;8315;31445
3550308;2010;173844;3299577;11245983
3550407;2010;382;8295;31629
3550506;2010;90;1818;7195
3550605;2010;1006;21961;78711
3550704;2010;1234;21417;73793
3550803;2010;140;3170;12102
3550902;2010;169;3785;14340
3551009;2010;5038;94242;332193
3551108;2010;124;2281;9016
3551207;2010;51;891;3623
3551306;2010;29;823;3027
3551405;2010;123;2263;11217
3551504;2010;620;11205;38821
3551603;2010;286;6967;26365
3551702;2010;1600;31919;109936
3551801;2010;204;3177;13011
3551900;2010;212;4223;15484
3552007;2010;66;1460;5788
3552106;2010;433;9513;36651
3552205;2010;8315;168864;585780
3552304;2010;109;2059;7434
3552403;2010;3709;71109;240901
3552502;2010;4203;75697;262179
3552551;2010;55;869;3378
3552601;2010;115;3007;11355
3552700;2010;180;3858;14671
3552809;2010;4531;74569;244095
3552908;2010;65;1535;5710
3553005;2010;190;3056;10795
3553104;2010;61;1537;5892
3553203;2010;43;1415;5447
3553302;2010;306;5975;22405
3553401;2010;284;6374;24042
3553500;2010;111;2018;8016
3553609;2010;143;3495;12739
3553658;2010;35;701;2726
3553708;2010;646;14638;53972
3553807;2010;337;6057;22288
3553856;2010;74;1410;5145
3553906;2010;93;1825;6600
3553955;2010;204;3659;12865
3554003;2010;1633;29589;107202
3554102;2010;3849;79070;278379
3554201;2010;71;1164;4813
3554300;2010;294;6001;21374
3554409;2010;97;2269;8498
3554508;2010;493;10059;36789
3554607;2010;24;633;2647
3554656;2010;20;534;2253
3554706;2010;101;2429;9326
3554755;2010;20;400;1543
3554805;2010;542;10753;40928
3554904;2010;72;1363;5425
3554953;2010;65;1472;5921
3555000;2010;662;16865;63475
3555109;2010;124;3340;14261
3555208;2010;17;476;1930
3555307;2010;12;499;1981
3555356;2010;79;1391;5279
3555406;2010;1112;22200;78693
3555505;2010;74;1098;4425
3555604;2010;96;2470;9467
3555703;2010;23;401;1597
3555802;2010;83;2283;8836
3555901;2010;17;323;1252
3556008;2010;159;3354;12706
3556107;2010;143;3062;11013
3556206;2010;1306;30846;106569
3556305;2010;300;5650;22539
3556354;2010;88;2250;8784
3556404;2010;543;10663;39240
3556453;2010;798;12312;42899
3556503;2010;1757;31441;106961
3556602;2010;116;2776;10772
3556701;2010;900;18431;63453
3556800;2010;228;4698;17285
3556909;2010;79;1897;6865
3556958;2010;19;446;1736
3557006;2010;1636;30916;108695
3557105;2010;979;23755;84612
3557154;2010;25;610;2331
3557204;2010;189;3191;12115
3557303;2010;130;2814;10033
3500000;2011;11;;
3500105;2011;361;9026;33908
3500204;2011;25;933;3614
3500303;2011;413;8594;32153
3500402;2011;76;1894;7574
3500501;2011;233;4696;17354
3500550;2011;89;1477;5752
3500600;2011;20;657;2712
3500709;2011;534;9628;34797
3500758;2011;72;1295;4975
3500808;2011;55;948;3939
3500907;2011;42;985;3790
3501004;2011;184;4158;15711
3501103;2011;44;973;4088
3501152;2011;269;4724;16903
3501202;2011;39;941;3899
3501301;2011;337;6357;23833
3501400;2011;51;838;4666
3501509;2011;42;771;2998
3501608;2011;2546;60249;212689
3501707;2011;484;10023;34366
3501806;2011;62;1451;5730
3501905;2011;790;18022;66002
3502002;2011;49;1087;4313
3502101;2011;678;14784;55761
3502200;2011;325;5945;22340
3502309;2011;87;1431;5651
3502408;2011;43;988;3752
3502507;2011;455;9826;34837
3502606;2011;42;1087;4429
3502705;2011;400;6710;25215
3502754;2011;333;4847;17399
3502804;2011;2308;51288;183146
3502903;2011;387;7337;27698
3503000;2011;68;1421;5187
3503109;2011;75;1608;6180
3503158;2011;28;664;2494
3503208;2011;2577;59679;211265
3503307;2011;1519;33549;119810
3503356;2011;18;493;1932
3503406;2011;79;1915;7874
3503505;2011;48;948;3699
3503604;2011;171;2903;10573
3503703;2011;109;2247;8489
3503802;2011;636;12755;44722
3503901;2011;1306;21765;75794
3503950;2011;19;466;1813
3504008;2011;1207;26278;95711
3504107;2011;1865;35571;129189
3504206;2011;156;3845;14183
3504305;2011;66;1310;4915
3504404;2011;180;2718;11313
3504503;2011;1210;22498;83711
3504602;2011;198;4396;15586
3504701;2011;22;353;3686
3504800;2011;89;2219;8285
3504909;2011;101;2647;10218
3505005;2011;41;763;3151
3505104;2011;85;1662;6520
3505203;2011;396;7998;31571
3505302;2011;381;9881;35271
3505351;2011;96;1262;5247
3505401;2011;106;1785;7694
3505500;2011;1477;31616;112950
3505609;2011;474;8341;28797
3505708;2011;5557;75430;247120
3505807;2011;273;5520;20546
3505906;2011;680;15306;56599
3506003;2011;4670;96706;346845
3506102;2011;909;20598;75213
3506201;2011;34;694;2675
3506300;2011;110;2694;10854
3506359;2011;968;13902;48881
3506409;2011;94;1866;7074
3506508;2011;1400;31398;109561
3506607;2011;406;7692;28684
3506706;2011;216;3709;13618
3506805;2011;138;2958;10887
3506904;2011;103;2349;9683
3507001;2011;756;13928;49250
3507100;2011;307;5525;19818
3507159;2011;66;956;3565
3507209;2011;6;219;811
3507308;2011;54;1118;4303
3507407;2011;149;3831;14514
3507456;2011;34;632;2329
3507506;2011;1707;35550;128713
3507605;2011;2066;41598;149135
3507704;2011;60;1253;5028
3507753;2011;41;684;2577
3507803;2011;291;5824;21408
3507902;2011;297;5843;21766
3508009;2011;333;4841;18739
3508108;2011;196;4176;15578
3508207;2011;40;1060;4079
3508306;2011;57;1150;4367
3508405;2011;709;11926;41980
3508504;2011;1239;23894;85775
3508603;2011;430;8207;30232
3508702;2011;216;4661;18444
3508801;2011;261;4403;16644
3508900;2011;57;1044;4062
3509007;2011;1391;25818;87257
3509106;2011;41;1225;5075
3509205;2011;1219;19759;66306
3509254;2011;544;7466;28442
3509304;2011;112;2550;9726
3509403;2011;328;6280;23406
3509452;2011;65;1453;5593
3509502;2011;14836;314092;1085001
3509601;2011;1148;21334;74391
3509700;2011;781;13727;47765
3509809;2011;50;1130;4574
3509908;2011;183;3068;12255
3509957;2011;68;1192;4427
3510005;2011;395;8025;29905
3510104;2011;22;708;2693
3510153;2011;79;1193;4526
3510203;2011;680;12387;46287
3510302;2011;254;4627;17928
3510401;2011;690;13499;48661
3510500;2011;1603;28223;103503
3510609;2011;6701;109867;371271
3510708;2011;152;2967;11796
3510807;2011;354;6978;28349
3510906;2011;21;675;2650
3511003;2011;276;4874;18192
3511102;2011;1443;31078;113079
3511201;2011;80;1925;7112
3511300;2011;69;2187;8340
3511409;2011;256;4678;17845
3511508;2011;523;11250;39999
3511607;2011;224;4188;15797
3511706;2011;199;4101;15122
3511904;2011;112;1865;7062
3512001;2011;232;4773;17476
3512100;2011;122;1652;6070
3512209;2011;404;6976;25469
3512308;2011;231;4137;16233
3512407;2011;255;5903;21344
3512506;2011;76;1442;5252
3512605;2011;68;1225;4959
3512704;2011;50;1015;3903
3512803;2011;845;16881;58927
3512902;2011;75;1805;7337
3513009;2011;3683;60686;206652
3513108;2011;408;8679;31844
3513207;2011;89;2051;7707
3513306;2011;20;598;2264
3513405;2011;1132;21110;77014
3513504;2011;1895;34309;118381
3513603;2011;231;5670;21917
3513702;2011;351;8494;31116
3513801;2011;6439;117405;387306
3513850;2011;18;421;1685
3513900;2011;150;2991;11223
3514007;2011;126;2190;8021
3514106;2011;372;6526;24781
3514205;2011;15;511;2105
3514304;2011;66;2205;8572
3514403;2011;530;11282;43474
3514502;2011;139;3237;12276
3514601;2011;86;2323;8226
3514700;2011;89;1646;6335
3514809;2011;226;3541;14531
3514908;2011;219;4231;15928
3514924;2011;36;795;3115
3514957;2011;25;638;2428
3515004;2011;4569;72504;241445
3515103;2011;925;17608;63160
3515129;2011;37;785;3028
3515152;2011;260;4505;15984
3515186;2011;506;11337;41775
3515194;2011;65;1152;4236
3515202;2011;68;2181;8312
3515301;2011;36;709;2664
3515350;2011;129;2548;9476
3515400;2011;181;4080;15444
3515509;2011;713;17601;65235
3515608;2011;45;1453;5559
3515657;2011;30;391;1576
3515707;2011;2881;49976;169263
3515806;2011;19;423;1729
3515905;2011;23;735;2987
3516002;2011;134;3008;12872
3516101;2011;27;737;2926
3516200;2011;4352;90333;321349
3516309;2011;2777;44324;155214
3516408;2011;2125;37155;132609
3516507;2011;21;697;2711
3516606;2011;81;1764;6981
3516705;2011;571;11618;43118
3516804;2011;67;971;4134
3516853;2011;68;1232;4443
3516903;2011;123;2861;10660
3517000;2011;107;2446;10732
3517109;2011;59;1167;4538
3517208;2011;173;2936;10733
3517307;2011;60;1404;5429
3517406;2011;500;10453;37608
3517505;2011;210;4993;18155
3517604;2011;249;4590;17971
3517703;2011;255;5264;19775
3517802;2011;90;2150;8389
3517901;2011;148;2658;10033
3518008;2011;27;517;1971
3518107;2011;93;1676;6413
3518206;2011;379;8338;30671
3518305;2011;400;7185;26274
3518404;2011;1427;31615;112603
3518503;2011;185;3046;14584
3518602;2011;584;10175;35711
3518701;2011;4789;83794;290711
3518800;2011;20796;360527;1227831
3518859;2011;103;1761;6993
3518909;2011;74;1212;4720
3519006;2011;98;2319;8737
3519055;2011;156;3304;11565
3519071;2011;2857;56828;196017
3519105;2011;130;2550;10040
3519204;2011;63;1641;6411
3519253;2011;54;1172;6485
3519303;2011;495;8677;30842
3519402;2011;126;2821;10955
3519501;2011;76;1738;6699
3519600;2011;632;15185;53689
3519709;2011;1106;18987;71590
3519808;2011;101;2001;7499
3519907;2011;94;2001;7637
3520004;2011;315;6670;23377
3520103;2011;327;7488;27855
3520202;2011;151;2367;8997
3520301;2011;360;7095;28893
3520400;2011;483;8276;28705
3520426;2011;99;2257;9386
3520442;2011;283;7014;25157
3520509;2011;2789;59288;205528
3520608;2011;61;1275;4853
3520707;2011;41;968;3932
3520806;2011;34;961;3637
3520905;2011;184;3539;13673
3521002;2011;346;7387;28908
3521101;2011;90;1593;6068
3521150;2011;42;1216;4631
3521200;2011;66;1061;4285
3521309;2011;182;3849;14181
3521408;2011;275;5774;20179
3521507;2011;90;1799;7239
3521606;2011;75;1578;7742
3521705;2011;216;4683;17878
3521804;2011;320;6125;24105
3521903;2011;174;3810;14779
3522000;2011;24;797;3265
3522109;2011;1340;22528;89195
3522158;2011;29;752;3238
3522208;2011;2773;44303;153125
3522307;2011;2124;39085;145490
3522406;2011;1374;24420;87930
3522505;2011;3909;59596;203093
3522604;2011;766;18740;68840
3522653;2011;51;968;3908
3522703;2011;516;10771;40070
3522802;2011;208;3611;14540
3522901;2011;197;3253;12310
3523008;2011;76;1111;4335
3523107;2011;5551;94987;325360
3523206;2011;652;12903;47712
3523305;2011;176;3944;15492
3523404;2011;1483;29510;103074
3523503;2011;299;4863;18176
3523602;2011;164;3472;15573
3523701;2011;76;1515;5900
3523800;2011;79;1954;7576
3523909;2011;2375;44196;155353
3524006;2011;814;13540;46812
3524105;2011;451;10431;38644
3524204;2011;81;1747;6584
3524303;2011;814;19803;71722
3524402;2011;3204;60481;213748
3524501;2011;68;1647;5794
3524600;2011;248;4394;17136
3524709;2011;660;13171;45399
3524808;2011;516;12791;47227
3524907;2011;67;1419;5420
3525003;2011;1729;33075;109084
3525102;2011;501;10196;38231
3525201;2011;377;6780;24907
3525300;2011;1653;36388;131254
3525409;2011;43;849;3223
3525508;2011;133;3139;11845
3525607;2011;70;1163;4171
3525706;2011;437;9136;33053
3525805;2011;61;1162;4424
3525854;2011;37;761;2810
3525904;2011;5371;105840;375847
3526001;2011;230;4529;18875
3526100;2011;295;4789;19104
3526209;2011;468;7614;28631
3526308;2011;46;1201;4872
3526407;2011;368;6727;25319
3526506;2011;58;1350;8829
3526605;2011;114;1849;6659
3526704;2011;1320;25524;92396
3526803;2011;872;17322;61851
3526902;2011;3473;78518;277346
3527009;2011;79;1833;6732
3527108;2011;951;19544;71726
3527207;2011;1173;22831;82733
3527256;2011;26;527;2116
3527306;2011;637;11484;38152
3527405;2011;196;4828;19927
3527504;2011;24;527;2255
3527603;2011;169;3196;11341
3527702;2011;72;1287;4996
3527801;2011;67;1140;4335
3527900;2011;39;714;2723
3528007;2011;222;4497;16341
3528106;2011;66;1917;7625
3528205;2011;35;943;3701
3528304;2011;33;798;3213
3528403;2011;665;12190;43810
3528502;2011;1182;23008;82014
3528601;2011;96;2396;9069
3528700;2011;36;943;4797
3528809;2011;184;3575;13297
3528858;2011;24;710;2690
3528908;2011;45;992;3891
3529005;2011;2886;61081;218474
3529104;2011;21;557;2102
3529203;2011;270;6098;24292
3529302;2011;996;21979;77005
3529401;2011;6022;124552;417348
3529500;2011;48;1260;4747
3529609;2011;42;1061;3918
3529658;2011;19;483;1893
3529708;2011;255;5531;20411
3529807;2011;161;3193;12001
3529906;2011;319;5170;20477
3530003;2011;26;699;2842
3530102;2011;301;6411;27560
3530201;2011;215;4275;17002
3530300;2011;654;15174;54521
3530409;2011;54;1112;4324
3530508;2011;815;17652;66500
3530607;2011;6111;111281;392765
3530706;2011;1946;38962;138643
3530805;2011;1120;23927;87099
3530904;2011;53;878;3298
3531001;2011;15;517;2119
3531100;2011;723;11492;47568
3531209;2011;74;1882;7295
3531308;2011;552;12723;46790
3531407;2011;233;5844;21793
3531506;2011;223;5131;18897
3531605;2011;42;1008;4073
3531704;2011;45;1013;4131
3531803;2011;816;14305;50137
3531902;2011;475;8053;29097
3532009;2011;153;3313;11913
3532058;2011;46;1180;4262
3532108;2011;38;1001;4148
3532157;2011;48;731;2713
3532207;2011;74;1213;4403
3532306;2011;81;1518;6705
3532405;2011;223;4256;16584
3532504;2011;64;2304;8850
3532603;2011;122;2750;10659
3532702;2011;58;1156;4296
3532801;2011;45;1561;5937
3532827;2011;128;2272;8511
3532843;2011;20;485;2114
3532868;2011;20;304;1120
3532900;2011;142;2557;9288
3533007;2011;267;5127;19196
3533106;2011;22;513;2168
3533205;2011;42;877;3192
3533254;2011;77;1192;4587
3533304;2011;50;852;3396
3533403;2011;645;14873;52063
3533502;2011;470;9715;36735
3533601;2011;76;1835;6861
3533700;2011;56;1050;4175
3533809;2011;20;624;2665
3533908;2011;631;13587;50465
3534005;2011;49;1073;3949
3534104;2011;76;1635;6105
3534203;2011;84;1641;5699
3534302;2011;561;11234;39714
3534401;2011;10692;199228;672990
3534500;2011;34;652;2545
3534609;2011;313;7753;30939
3534708;2011;1442;28450;103259
3534757;2011;116;2358;8555
3534807;2011;134;2082;7812
3534906;2011;116;2711;13385
3535002;2011;118;2878;11067
3535101;2011;157;2963;10824
3535200;2011;92;2336;9547
3535309;2011;260;5452;21117
3535408;2011;253;3884;14623
3535507;2011;603;11120;42207
3535606;2011;254;4577;17445
3535705;2011;54;1534;5920
3535804;2011;296;4891;17949
3535903;2011;39;960;3827
3536000;2011;119;2713;10818
3536109;2011;87;1476;5717
3536208;2011;288;5035;18520
3536257;2011;18;536;2095
3536307;2011;184;3451;13127
3536406;2011;107;1701;6465
3536505;2011;1322;24968;84190
3536570;2011;12;449;1802
3536604;2011;111;2286;8510
3536703;2011;584;11373;41770
3536802;2011;68;1442;5863
3536901;2011;18;612;2579
3537008;2011;198;4191;15703
3537107;2011;525;11866;41700
3537156;2011;18;781;2926
3537206;2011;146;2554;10308
3537305;2011;753;15672;58809
3537404;2011;334;6701;24956
3537503;2011;95;1953;7555
3537602;2011;992;15232;60557
3537701;2011;62;1406;5305
3537800;2011;606;13754;52212
3537909;2011;402;7062;26523
3538006;2011;2228;41855;148470
3538105;2011;170;3836;15004
3538204;2011;143;3268;13265
3538303;2011;29;958;3515
3538501;2011;169;3730;14020
3538600;2011;321;6755;25203
3538709;2011;4801;103618;369188
3538808;2011;392;7547;28572
3538907;2011;254;5277;22687
3539004;2011;124;2769;10658
3539103;2011;221;4481;15885
3539202;2011;292;6882;24764
3539301;2011;914;19055;70434
3539400;2011;161;3222;12296
3539509;2011;529;9714;35246
3539608;2011;59;1213;4465
3539707;2011;53;793;3189
3539806;2011;1754;30887;105998
3539905;2011;68;1354;5416
3540002;2011;252;5510;19991
3540101;2011;24;850;3470
3540200;2011;629;11101;40036
3540259;2011;46;1055;4077
3540309;2011;42;648;2521
3540408;2011;57;1048;4225
3540507;2011;97;2036;8503
3540606;2011;657;13474;49500
3540705;2011;683;14203;51550
3540754;2011;270;4691;19460
3540804;2011;189;4124;15679
3540853;2011;25;385;2824
3540903;2011;230;4840;17356
3541000;2011;4355;73428;269012
3541059;2011;69;1246;4633
3541109;2011;52;1084;4106
3541208;2011;121;3528;13682
3541307;2011;596;11378;41241
3541406;2011;2622;58752;209118
3541505;2011;421;10017;37752
3541604;2011;521;9634;35684
3541653;2011;45;817;3251
3541703;2011;164;3465;12825
3541802;2011;39;735;2836
3541901;2011;120;3000;11123
3542008;2011;74;1632;6087
3542107;2011;104;2407;8642
3542206;2011;389;7800;28806
3542305;2011;55;950;3934
3542404;2011;229;5039;18635
3542503;2011;68;1366;7338
3542602;2011;896;14982;54799
3542701;2011;88;1787;6558
3542800;2011;55;765;3351
3542909;2011;176;3236;12067
3543006;2011;285;4754;18334
3543105;2011;56;1107;4297
3543204;2011;44;1143;4451
3543238;2011;23;546;2181
3543253;2011;100;1946;7442
3543303;2011;1513;32640;113408
3543402;2011;8368;176777;612275
3543501;2011;81;1474;6139
3543600;2011;21;895;3477
3543709;2011;144;2742;10332
3543808;2011;118;2417;9901
3543907;2011;2426;52415;187490
3544004;2011;399;8327;29599
3544103;2011;671;12786;44000
3544202;2011;120;2427;10533
3544251;2011;247;5462;19581
3544301;2011;158;2679;9711
3544400;2011;32;749;2721
3544509;2011;30;728;2947
3544608;2011;73;1306;5227
3544707;2011;28;585;2399
3544806;2011;59;1407;5543
3544905;2011;116;2909;10628
3545001;2011;246;4092;15629
3545100;2011;56;1191;4815
3545159;2011;81;1974;7138
3545209;2011;1361;30844;107727
3545308;2011;523;10989;40434
3545407;2011;118;2246;8819
3545506;2011;60;1006;3697
3545605;2011;155;3772;14308
3545704;2011;62;1410;5775
3545803;2011;2272;51827;180385
3546009;2011;172;3669;13816
3546108;2011;25;512;2127
3546207;2011;41;1050;4035
3546256;2011;33;509;1972
3546306;2011;414;8156;29876
3546405;2011;581;11665;44151
3546504;2011;76;1601;5631
3546603;2011;346;8096;29675
3546702;2011;372;6281;21772
3546801;2011;773;13918;50721
3546900;2011;144;2266;8197
3547007;2011;86;1439;5387
3547106;2011;41;725;2849
3547205;2011;10;377;1642
3547304;2011;1861;32854;112124
3547403;2011;25;626;2563
3547502;2011;255;6760;26380
3547601;2011;312;6420;23849
3547650;2011;12;343;1457
3547700;2011;212;5383;20310
3547809;2011;8935;193006;683156
3547908;2011;74;1567;6343
3548005;2011;295;5763;20865
3548054;2011;107;2098;7702
3548104;2011;59;1517;5961
3548203;2011;95;1720;6547
3548302;2011;19;705;2809
3548401;2011;50;1129;4245
3548500;2011;4904;112092;419894
3548609;2011;116;2738;10565
3548708;2011;11137;227987;770073
3548807;2011;1745;40939;150708
3548906;2011;2898;62756;224478
3549003;2011;31;673;2785
3549102;2011;933;23027;84364
3549201;2011;31;671;2572
3549250;2011;14;468;1783
3549300;2011;26;492;2112
3549409;2011;630;13036;46724
3549508;2011;112;2099;8345
3549607;2011;48;1030;4066
3549706;2011;683;14028;51985
3549805;2011;5205;118655;414135
3549904;2011;9621;184368;635596
3549953;2011;183;3875;14141
3550001;2011;107;2692;10420
3550100;2011;511;10501;38287
3550209;2011;460;8320;31581
3550308;2011;176336;3292298;11281788
3550407;2011;391;8396;32197
3550506;2011;79;1809;7192
3550605;2011;1008;21833;78840
3550704;2011;1261;21553;74520
3550803;2011;114;3130;12001
3550902;2011;191;3752;14311
3551009;2011;5227;93788;332572
3551108;2011;128;2306;9135
3551207;2011;50;898;3639
3551306;2011;35;815;3037
3551405;2011;127;2279;11362
3551504;2011;647;11318;39287
3551603;2011;324;7009;26686
3551702;2011;1664;32221;111488
3551801;2011;206;3168;13001
3551900;2011;203;4186;15420
3552007;2011;73;1469;5822
3552106;2011;416;9530;36964
3552205;2011;8519;171547;597367
3552304;2011;91;2043;7428
3552403;2011;3738;71799;244268
3552502;2011;4387;76705;266200
3552551;2011;35;862;3381
3552601;2011;112;2989;11349
3552700;2011;203;3855;14686
3552809;2011;4495;75182;247058
3552908;2011;85;1544;5762
3553005;2011;163;3087;10954
3553104;2011;65;1526;5875
3553203;2011;65;1409;5544
3553302;2011;306;5923;22356
